Prefix;Country;;Rate;Increment;Min Time;Connection fee
767616;Dominica;MOB;1,8488;30;0;0,0661
809;Dominican Republic;FIX;1,8488;30;0;0,0661
8092;Dominican Republic;MOB;1,8488;30;0;0,0661
80920;Dominican Republic;MOB;1,8488;30;0;0,0661
809201;Dominican Republic;MOB;1,8488;30;0;0,0661
809202;Dominican Republic;FIX;1,8488;30;0;0,0661
809203;Dominican Republic;MOB;1,8488;30;0;0,0661
809204;Dominican Republic;MOB;1,8488;30;0;0,0661
809205;Dominican Republic;MOB;1,8488;30;0;0,0661
809206;Dominican Republic;MOB;1,8488;30;0;0,0661
809207;Dominican Republic;MOB;1,8488;30;0;0,0661
809208;Dominican Republic;MOB;1,8488;30;0;0,0661
809209;Dominican Republic;MOB;1,8488;30;0;0,0661
80921;Dominican Republic;MOB;1,8488;30;0;0,0661
809210;Dominican Republic;MOB;1,8488;30;0;0,0661
809212;Dominican Republic;MOB;1,8488;30;0;0,0661
809213;Dominican Republic;FIX;1,8488;30;0;0,0661
809214;Dominican Republic;MOB;1,8488;30;0;0,0661
809215;Dominican Republic;MOB;1,8488;30;0;0,0661
809216;Dominican Republic;MOB;1,8488;30;0;0,0661
809217;Dominican Republic;MOB;1,8488;30;0;0,0661
809218;Dominican Republic;MOB;1,8488;30;0;0,0661
809219;Dominican Republic;MOB;1,8488;30;0;0,0661
809220;Dominican Republic;FIX;1,8488;30;0;0,0661
809221;Dominican Republic;FIX;1,8488;30;0;0,0661
809222;Dominican Republic;MOB;1,8488;30;0;0,0661
8092223;Dominican Republic;MOB;1,8488;30;0;0,0661
8092224;Dominican Republic;MOB;1,8488;30;0;0,0661
8092225;Dominican Republic;MOB;1,8488;30;0;0,0661
8092226;Dominican Republic;MOB;1,8488;30;0;0,0661
809223;Dominican Republic;MOB;1,8488;30;0;0,0661
809224;Dominican Republic;MOB;1,8488;30;0;0,0661
809225;Dominican Republic;MOB;1,8488;30;0;0,0661
809226;Dominican Republic;MOB;1,8488;30;0;0,0661
809227;Dominican Republic;FIX;1,8488;30;0;0,0661
809228;Dominican Republic;MOB;1,8488;30;0;0,0661
809229;Dominican Republic;MOB;1,8488;30;0;0,0661
80923;Dominican Republic;MOB;1,8488;30;0;0,0661
809230;Dominican Republic;MOB;1,8488;30;0;0,0661
809231;Dominican Republic;FIX;1,8488;30;0;0,0661
8092314;Dominican Republic;MOB;1,8488;30;0;0,0661
809232;Dominican Republic;MOB;1,8488;30;0;0,0661
809233;Dominican Republic;FIX;1,8488;30;0;0,0661
809234;Dominican Republic;FIX;1,8488;30;0;0,0661
809235;Dominican Republic;MOB;1,8488;30;0;0,0661
809236;Dominican Republic;FIX;1,8488;30;0;0,0661
809237;Dominican Republic;FIX;1,8488;30;0;0,0661
809238;Dominican Republic;FIX;1,8488;30;0;0,0661
809239;Dominican Republic;FIX;1,8488;30;0;0,0661
809240;Dominican Republic;MOB;1,8488;30;0;0,0661
809241;Dominican Republic;FIX;1,8488;30;0;0,0661
809242;Dominican Republic;MOB;1,8488;30;0;0,0661
809243;Dominican Republic;MOB;1,8488;30;0;0,0661
809244;Dominican Republic;MOB;1,8488;30;0;0,0661
809245;Dominican Republic;FIX;1,8488;30;0;0,0661
809246;Dominican Republic;MOB;1,8488;30;0;0,0661
809247;Dominican Republic;FIX;1,8488;30;0;0,0661
809248;Dominican Republic;MOB;1,8488;30;0;0,0661
8092480;Dominican Republic;MOB;1,8488;30;0;0,0661
8092482;Dominican Republic;MOB;1,8488;30;0;0,0661
8092484;Dominican Republic;MOB;1,8488;30;0;0,0661
8092485;Dominican Republic;MOB;1,8488;30;0;0,0661
8092486;Dominican Republic;MOB;1,8488;30;0;0,0661
8092487;Dominican Republic;MOB;1,8488;30;0;0,0661
8092488;Dominican Republic;MOB;1,8488;30;0;0,0661
809249;Dominican Republic;MOB;1,8488;30;0;0,0661
80925;Dominican Republic;MOB;1,8488;30;0;0,0661
809250;Dominican Republic;MOB;1,8488;30;0;0,0661
809251;Dominican Republic;MOB;1,8488;30;0;0,0661
809252;Dominican Republic;MOB;1,8488;30;0;0,0661
809253;Dominican Republic;MOB;1,8488;30;0;0,0661
809254;Dominican Republic;MOB;1,8488;30;0;0,0661
809255;Dominican Republic;FIX;1,8488;30;0;0,0661
809256;Dominican Republic;MOB;1,8488;30;0;0,0661
809257;Dominican Republic;MOB;1,8488;30;0;0,0661
809258;Dominican Republic;MOB;1,8488;30;0;0,0661
809259;Dominican Republic;MOB;1,8488;30;0;0,0661
80926;Dominican Republic;MOB;1,8488;30;0;0,0661
809260;Dominican Republic;MOB;1,8488;30;0;0,0661
809262;Dominican Republic;FIX;1,8488;30;0;0,0661
809263;Dominican Republic;MOB;1,8488;30;0;0,0661
809264;Dominican Republic;MOB;1,8488;30;0;0,0661
809265;Dominican Republic;MOB;1,8488;30;0;0,0661
8092651;Dominican Republic;MOB;1,8488;30;0;0,0661
8092652;Dominican Republic;MOB;1,8488;30;0;0,0661
8092653;Dominican Republic;MOB;1,8488;30;0;0,0661
8092654;Dominican Republic;MOB;1,8488;30;0;0,0661
8092655;Dominican Republic;MOB;1,8488;30;0;0,0661
8092656;Dominican Republic;MOB;1,8488;30;0;0,0661
8092657;Dominican Republic;MOB;1,8488;30;0;0,0661
8092658;Dominican Republic;MOB;1,8488;30;0;0,0661
8092659;Dominican Republic;MOB;1,8488;30;0;0,0661
809266;Dominican Republic;MOB;1,8488;30;0;0,0661
809267;Dominican Republic;MOB;1,8488;30;0;0,0661
809268;Dominican Republic;MOB;1,8488;30;0;0,0661
809269;Dominican Republic;MOB;1,8488;30;0;0,0661
80927;Dominican Republic;MOB;1,8488;30;0;0,0661
809270;Dominican Republic;MOB;1,8488;30;0;0,0661
809271;Dominican Republic;MOB;1,8488;30;0;0,0661
809272;Dominican Republic;MOB;1,8488;30;0;0,0661
809273;Dominican Republic;FIX;1,8488;30;0;0,0661
809274;Dominican Republic;FIX;1,8488;30;0;0,0661
809275;Dominican Republic;FIX;1,8488;30;0;0,0661
809276;Dominican Republic;FIX;1,8488;30;0;0,0661
80928;Dominican Republic;MOB;1,8488;30;0;0,0661
809280;Dominican Republic;MOB;1,8488;30;0;0,0661
809281;Dominican Republic;MOB;1,8488;30;0;0,0661
809282;Dominican Republic;MOB;1,8488;30;0;0,0661
809283;Dominican Republic;MOB;1,8488;30;0;0,0661
809284;Dominican Republic;MOB;1,8488;30;0;0,0661
809286;Dominican Republic;FIX;1,8488;30;0;0,0661
809287;Dominican Republic;FIX;1,8488;30;0;0,0661
809289;Dominican Republic;FIX;1,8488;30;0;0,0661
80929;Dominican Republic;MOB;1,8488;30;0;0,0661
809292;Dominican Republic;MOB;1,8488;30;0;0,0661
809293;Dominican Republic;MOB;1,8488;30;0;0,0661
809295;Dominican Republic;FIX;1,8488;30;0;0,0661
809297;Dominican Republic;MOB;1,8488;30;0;0,0661
809298;Dominican Republic;MOB;1,8488;30;0;0,0661
809299;Dominican Republic;MOB;1,8488;30;0;0,0661
809301;Dominican Republic;MOB;1,8488;30;0;0,0661
809302;Dominican Republic;MOB;1,8488;30;0;0,0661
809303;Dominican Republic;MOB;1,8488;30;0;0,0661
809304;Dominican Republic;MOB;1,8488;30;0;0,0661
809305;Dominican Republic;MOB;1,8488;30;0;0,0661
809306;Dominican Republic;MOB;1,8488;30;0;0,0661
809307;Dominican Republic;MOB;1,8488;30;0;0,0661
809308;Dominican Republic;MOB;1,8488;30;0;0,0661
809309;Dominican Republic;MOB;1,8488;30;0;0,0661
809310;Dominican Republic;MOB;1,8488;30;0;0,0661
809312;Dominican Republic;FIX;1,8488;30;0;0,0661
809313;Dominican Republic;MOB;1,8488;30;0;0,0661
809314;Dominican Republic;FIX;1,8488;30;0;0,0661
809315;Dominican Republic;MOB;1,8488;30;0;0,0661
809316;Dominican Republic;MOB;1,8488;30;0;0,0661
809317;Dominican Republic;MOB;1,8488;30;0;0,0661
809318;Dominican Republic;MOB;1,8488;30;0;0,0661
809319;Dominican Republic;MOB;1,8488;30;0;0,0661
809321;Dominican Republic;MOB;1,8488;30;0;0,0661
809322;Dominican Republic;MOB;1,8488;30;0;0,0661
809323;Dominican Republic;MOB;1,8488;30;0;0,0661
809324;Dominican Republic;MOB;1,8488;30;0;0,0661
809325;Dominican Republic;MOB;1,8488;30;0;0,0661
809326;Dominican Republic;MOB;1,8488;30;0;0,0661
809327;Dominican Republic;MOB;1,8488;30;0;0,0661
809328;Dominican Republic;FIX;1,8488;30;0;0,0661
809329;Dominican Republic;FIX;1,8488;30;0;0,0661
809330;Dominican Republic;MOB;1,8488;30;0;0,0661
809331;Dominican Republic;FIX;1,8488;30;0;0,0661
809332;Dominican Republic;FIX;1,8488;30;0;0,0661
809333;Dominican Republic;FIX;1,8488;30;0;0,0661
809334;Dominican Republic;FIX;1,8488;30;0;0,0661
809335;Dominican Republic;FIX;1,8488;30;0;0,0661
809336;Dominican Republic;FIX;1,8488;30;0;0,0661
809337;Dominican Republic;FIX;1,8488;30;0;0,0661
809338;Dominican Republic;FIX;1,8488;30;0;0,0661
809340;Dominican Republic;MOB;1,8488;30;0;0,0661
809341;Dominican Republic;MOB;1,8488;30;0;0,0661
809342;Dominican Republic;MOB;1,8488;30;0;0,0661
809343;Dominican Republic;MOB;1,8488;30;0;0,0661
809344;Dominican Republic;MOB;1,8488;30;0;0,0661
809345;Dominican Republic;MOB;1,8488;30;0;0,0661
809348;Dominican Republic;MOB;1,8488;30;0;0,0661
80935;Dominican Republic;MOB;1,8488;30;0;0,0661
809350;Dominican Republic;MOB;1,8488;30;0;0,0661
809351;Dominican Republic;MOB;1,8488;30;0;0,0661
809352;Dominican Republic;MOB;1,8488;30;0;0,0661
809353;Dominican Republic;MOB;1,8488;30;0;0,0661
809354;Dominican Republic;MOB;1,8488;30;0;0,0661
809355;Dominican Republic;MOB;1,8488;30;0;0,0661
809356;Dominican Republic;MOB;1,8488;30;0;0,0661
809357;Dominican Republic;MOB;1,8488;30;0;0,0661
809358;Dominican Republic;MOB;1,8488;30;0;0,0661
809359;Dominican Republic;MOB;1,8488;30;0;0,0661
809360;Dominican Republic;MOB;1,8488;30;0;0,0661
809361;Dominican Republic;MOB;1,8488;30;0;0,0661
809362;Dominican Republic;FIX;1,8488;30;0;0,0661
809363;Dominican Republic;FIX;1,8488;30;0;0,0661
809364;Dominican Republic;FIX;1,8488;30;0;0,0661
809365;Dominican Republic;FIX;1,8488;30;0;0,0661
809366;Dominican Republic;MOB;1,8488;30;0;0,0661
809368;Dominican Republic;FIX;1,8488;30;0;0,0661
809369;Dominican Republic;FIX;1,8488;30;0;0,0661
809370;Dominican Republic;MOB;1,8488;30;0;0,0661
809371;Dominican Republic;MOB;1,8488;30;0;0,0661
809372;Dominican Republic;FIX;1,8488;30;0;0,0661
809373;Dominican Republic;FIX;1,8488;30;0;0,0661
809374;Dominican Republic;MOB;1,8488;30;0;0,0661
809375;Dominican Republic;FIX;1,8488;30;0;0,0661
809376;Dominican Republic;MOB;1,8488;30;0;0,0661
809377;Dominican Republic;MOB;1,8488;30;0;0,0661
809378;Dominican Republic;FIX;1,8488;30;0;0,0661
809379;Dominican Republic;FIX;1,8488;30;0;0,0661
809381;Dominican Republic;FIX;1,8488;30;0;0,0661
809383;Dominican Republic;MOB;1,8488;30;0;0,0661
809384;Dominican Republic;FIX;1,8488;30;0;0,0661
809385;Dominican Republic;FIX;1,8488;30;0;0,0661
809386;Dominican Republic;MOB;1,8488;30;0;0,0661
809387;Dominican Republic;MOB;1,8488;30;0;0,0661
809388;Dominican Republic;FIX;1,8488;30;0;0,0661
809389;Dominican Republic;MOB;1,8488;30;0;0,0661
80939;Dominican Republic;MOB;1,8488;30;0;0,0661
809390;Dominican Republic;MOB;1,8488;30;0;0,0661
809391;Dominican Republic;MOB;1,8488;30;0;0,0661
809392;Dominican Republic;MOB;1,8488;30;0;0,0661
809393;Dominican Republic;MOB;1,8488;30;0;0,0661
809394;Dominican Republic;MOB;1,8488;30;0;0,0661
809395;Dominican Republic;MOB;1,8488;30;0;0,0661
809396;Dominican Republic;MOB;1,8488;30;0;0,0661
809397;Dominican Republic;MOB;1,8488;30;0;0,0661
809398;Dominican Republic;MOB;1,8488;30;0;0,0661
809399;Dominican Republic;MOB;1,8488;30;0;0,0661
809401;Dominican Republic;MOB;1,8488;30;0;0,0661
809402;Dominican Republic;MOB;1,8488;30;0;0,0661
809403;Dominican Republic;MOB;1,8488;30;0;0,0661
809404;Dominican Republic;MOB;1,8488;30;0;0,0661
809405;Dominican Republic;MOB;1,8488;30;0;0,0661
809406;Dominican Republic;MOB;1,8488;30;0;0,0661
809407;Dominican Republic;MOB;1,8488;30;0;0,0661
809408;Dominican Republic;MOB;1,8488;30;0;0,0661
809409;Dominican Republic;MOB;1,8488;30;0;0,0661
809410;Dominican Republic;MOB;1,8488;30;0;0,0661
809412;Dominican Republic;FIX;1,8488;30;0;0,0661
809413;Dominican Republic;MOB;1,8488;30;0;0,0661
809414;Dominican Republic;FIX;1,8488;30;0;0,0661
8094141;Dominican Republic;MOB;1,8488;30;0;0,0661
809415;Dominican Republic;MOB;1,8488;30;0;0,0661
809416;Dominican Republic;MOB;1,8488;30;0;0,0661
809417;Dominican Republic;MOB;1,8488;30;0;0,0661
809418;Dominican Republic;MOB;1,8488;30;0;0,0661
809419;Dominican Republic;MOB;1,8488;30;0;0,0661
80942;Dominican Republic;MOB;1,8488;30;0;0,0661
809420;Dominican Republic;MOB;1,8488;30;0;0,0661
809421;Dominican Republic;MOB;1,8488;30;0;0,0661
809422;Dominican Republic;FIX;1,8488;30;0;0,0661
809423;Dominican Republic;MOB;1,8488;30;0;0,0661
809424;Dominican Republic;MOB;1,8488;30;0;0,0661
809425;Dominican Republic;MOB;1,8488;30;0;0,0661
809426;Dominican Republic;MOB;1,8488;30;0;0,0661
809427;Dominican Republic;MOB;1,8488;30;0;0,0661
809428;Dominican Republic;MOB;1,8488;30;0;0,0661
809429;Dominican Republic;MOB;1,8488;30;0;0,0661
80943;Dominican Republic;MOB;1,8488;30;0;0,0661
809430;Dominican Republic;MOB;1,8488;30;0;0,0661
809431;Dominican Republic;MOB;1,8488;30;0;0,0661
809432;Dominican Republic;MOB;1,8488;30;0;0,0661
809433;Dominican Republic;MOB;1,8488;30;0;0,0661
809434;Dominican Republic;MOB;1,8488;30;0;0,0661
809436;Dominican Republic;MOB;1,8488;30;0;0,0661
809437;Dominican Republic;MOB;1,8488;30;0;0,0661
809438;Dominican Republic;MOB;1,8488;30;0;0,0661
809439;Dominican Republic;MOB;1,8488;30;0;0,0661
80944;Dominican Republic;MOB;1,8488;30;0;0,0661
809450;Dominican Republic;FIX;1,8488;30;0;0,0661
809451;Dominican Republic;MOB;1,8488;30;0;0,0661
809452;Dominican Republic;MOB;1,8488;30;0;0,0661
809453;Dominican Republic;MOB;1,8488;30;0;0,0661
809454;Dominican Republic;MOB;1,8488;30;0;0,0661
809456;Dominican Republic;MOB;1,8488;30;0;0,0661
809457;Dominican Republic;MOB;1,8488;30;0;0,0661
809458;Dominican Republic;MOB;1,8488;30;0;0,0661
809459;Dominican Republic;MOB;1,8488;30;0;0,0661
809460;Dominican Republic;MOB;1,8488;30;0;0,0661
809461;Dominican Republic;MOB;1,8488;30;0;0,0661
809462;Dominican Republic;MOB;1,8488;30;0;0,0661
809463;Dominican Republic;MOB;1,8488;30;0;0,0661
809464;Dominican Republic;MOB;1,8488;30;0;0,0661
809465;Dominican Republic;MOB;1,8488;30;0;0,0661
809470;Dominican Republic;MOB;1,8488;30;0;0,0661
8094701;Dominican Republic;MOB;1,8488;30;0;0,0661
8094702;Dominican Republic;MOB;1,8488;30;0;0,0661
8094703;Dominican Republic;MOB;1,8488;30;0;0,0661
8094704;Dominican Republic;MOB;1,8488;30;0;0,0661
8094705;Dominican Republic;MOB;1,8488;30;0;0,0661
8094706;Dominican Republic;MOB;1,8488;30;0;0,0661
8094707;Dominican Republic;MOB;1,8488;30;0;0,0661
8094708;Dominican Republic;MOB;1,8488;30;0;0,0661
809472;Dominican Republic;FIX;1,8488;30;0;0,0661
809473;Dominican Republic;FIX;1,8488;30;0;0,0661
809474;Dominican Republic;MOB;1,8488;30;0;0,0661
809475;Dominican Republic;FIX;1,8488;30;0;0,0661
809476;Dominican Republic;FIX;1,8488;30;0;0,0661
809477;Dominican Republic;MOB;1,8488;30;0;0,0661
809478;Dominican Republic;MOB;1,8488;30;0;0,0661
809479;Dominican Republic;MOB;1,8488;30;0;0,0661
809481;Dominican Republic;MOB;1,8488;30;0;0,0661
809482;Dominican Republic;FIX;1,8488;30;0;0,0661
809483;Dominican Republic;FIX;1,8488;30;0;0,0661
809484;Dominican Republic;MOB;1,8488;30;0;0,0661
809485;Dominican Republic;MOB;1,8488;30;0;0,0661
809486;Dominican Republic;MOB;1,8488;30;0;0,0661
809487;Dominican Republic;FIX;1,8488;30;0;0,0661
809488;Dominican Republic;MOB;1,8488;30;0;0,0661
809489;Dominican Republic;FIX;1,8488;30;0;0,0661
80949;Dominican Republic;MOB;1,8488;30;0;0,0661
809501;Dominican Republic;MOB;1,8488;30;0;0,0661
809502;Dominican Republic;MOB;1,8488;30;0;0,0661
809503;Dominican Republic;FIX;1,8488;30;0;0,0661
809504;Dominican Republic;MOB;1,8488;30;0;0,0661
809505;Dominican Republic;MOB;1,8488;30;0;0,0661
809506;Dominican Republic;MOB;1,8488;30;0;0,0661
809507;Dominican Republic;MOB;1,8488;30;0;0,0661
809508;Dominican Republic;FIX;1,8488;30;0;0,0661
809509;Dominican Republic;MOB;1,8488;30;0;0,0661
809510;Dominican Republic;MOB;1,8488;30;0;0,0661
809512;Dominican Republic;MOB;1,8488;30;0;0,0661
809513;Dominican Republic;MOB;1,8488;30;0;0,0661
809514;Dominican Republic;MOB;1,8488;30;0;0,0661
809515;Dominican Republic;MOB;1,8488;30;0;0,0661
8095150;Dominican Republic;MOB;1,8488;30;0;0,0661
80951569;Dominican Republic;MOB;1,8488;30;0;0,0661
80951570;Dominican Republic;MOB;1,8488;30;0;0,0661
80951571;Dominican Republic;MOB;1,8488;30;0;0,0661
80951572;Dominican Republic;MOB;1,8488;30;0;0,0661
80951573;Dominican Republic;MOB;1,8488;30;0;0,0661
80951574;Dominican Republic;MOB;1,8488;30;0;0,0661
80951575;Dominican Republic;MOB;1,8488;30;0;0,0661
80951576;Dominican Republic;MOB;1,8488;30;0;0,0661
80951577;Dominican Republic;MOB;1,8488;30;0;0,0661
80951578;Dominican Republic;MOB;1,8488;30;0;0,0661
80951579;Dominican Republic;MOB;1,8488;30;0;0,0661
80951580;Dominican Republic;MOB;1,8488;30;0;0,0661
80951581;Dominican Republic;MOB;1,8488;30;0;0,0661
80951582;Dominican Republic;MOB;1,8488;30;0;0,0661
80951583;Dominican Republic;MOB;1,8488;30;0;0,0661
80951584;Dominican Republic;MOB;1,8488;30;0;0,0661
80951585;Dominican Republic;MOB;1,8488;30;0;0,0661
80951586;Dominican Republic;MOB;1,8488;30;0;0,0661
80951587;Dominican Republic;MOB;1,8488;30;0;0,0661
80951588;Dominican Republic;MOB;1,8488;30;0;0,0661
80951589;Dominican Republic;MOB;1,8488;30;0;0,0661
80951590;Dominican Republic;MOB;1,8488;30;0;0,0661
80951591;Dominican Republic;MOB;1,8488;30;0;0,0661
80951592;Dominican Republic;MOB;1,8488;30;0;0,0661
80951593;Dominican Republic;MOB;1,8488;30;0;0,0661
80951594;Dominican Republic;MOB;1,8488;30;0;0,0661
80951595;Dominican Republic;MOB;1,8488;30;0;0,0661
80951596;Dominican Republic;MOB;1,8488;30;0;0,0661
80951597;Dominican Republic;MOB;1,8488;30;0;0,0661
80951598;Dominican Republic;MOB;1,8488;30;0;0,0661
80951599;Dominican Republic;MOB;1,8488;30;0;0,0661
809516;Dominican Republic;MOB;1,8488;30;0;0,0661
809517;Dominican Republic;MOB;1,8488;30;0;0,0661
809518;Dominican Republic;FIX;1,8488;30;0;0,0661
809519;Dominican Republic;MOB;1,8488;30;0;0,0661
809520;Dominican Republic;MOB;1,8488;30;0;0,0661
809530;Dominican Republic;FIX;1,8488;30;0;0,0661
809531;Dominican Republic;FIX;1,8488;30;0;0,0661
809532;Dominican Republic;FIX;1,8488;30;0;0,0661
809533;Dominican Republic;FIX;1,8488;30;0;0,0661
809534;Dominican Republic;FIX;1,8488;30;0;0,0661
809535;Dominican Republic;FIX;1,8488;30;0;0,0661
809536;Dominican Republic;FIX;1,8488;30;0;0,0661
809537;Dominican Republic;FIX;1,8488;30;0;0,0661
809539;Dominican Republic;MOB;1,8488;30;0;0,0661
809540;Dominican Republic;FIX;1,8488;30;0;0,0661
809541;Dominican Republic;FIX;1,8488;30;0;0,0661
809542;Dominican Republic;MOB;1,8488;30;0;0,0661
8095429;Dominican Republic;MOB;1,8488;30;0;0,0661
809543;Dominican Republic;MOB;1,8488;30;0;0,0661
809544;Dominican Republic;FIX;1,8488;30;0;0,0661
809545;Dominican Republic;MOB;1,8488;30;0;0,0661
8095450;Dominican Republic;MOB;1,8488;30;0;0,0661
8095451;Dominican Republic;MOB;1,8488;30;0;0,0661
8095452;Dominican Republic;MOB;1,8488;30;0;0,0661
8095453;Dominican Republic;MOB;1,8488;30;0;0,0661
8095454;Dominican Republic;MOB;1,8488;30;0;0,0661
8095456;Dominican Republic;MOB;1,8488;30;0;0,0661
8095459;Dominican Republic;MOB;1,8488;30;0;0,0661
809546;Dominican Republic;MOB;1,8488;30;0;0,0661
809547;Dominican Republic;FIX;1,8488;30;0;0,0661
809548;Dominican Republic;FIX;1,8488;30;0;0,0661
809549;Dominican Republic;FIX;1,8488;30;0;0,0661
80956;Dominican Republic;FIX;1,8488;30;0;0,0661
809563;Dominican Republic;MOB;1,8488;30;0;0,0661
809570;Dominican Republic;FIX;1,8488;30;0;0,0661
809575;Dominican Republic;FIX;1,8488;30;0;0,0661
809576;Dominican Republic;FIX;1,8488;30;0;0,0661
809582;Dominican Republic;FIX;1,8488;30;0;0,0661
809583;Dominican Republic;FIX;1,8488;30;0;0,0661
80959;Dominican Republic;FIX;1,8488;30;0;0,0661
809601;Dominican Republic;MOB;1,8488;30;0;0,0661
809602;Dominican Republic;MOB;1,8488;30;0;0,0661
809603;Dominican Republic;MOB;1,8488;30;0;0,0661
809604;Dominican Republic;MOB;1,8488;30;0;0,0661
809605;Dominican Republic;MOB;1,8488;30;0;0,0661
809606;Dominican Republic;MOB;1,8488;30;0;0,0661
809607;Dominican Republic;MOB;1,8488;30;0;0,0661
809608;Dominican Republic;MOB;1,8488;30;0;0,0661
809609;Dominican Republic;MOB;1,8488;30;0;0,0661
809610;Dominican Republic;MOB;1,8488;30;0;0,0661
809612;Dominican Republic;FIX;1,8488;30;0;0,0661
809613;Dominican Republic;MOB;1,8488;30;0;0,0661
809614;Dominican Republic;MOB;1,8488;30;0;0,0661
809615;Dominican Republic;MOB;1,8488;30;0;0,0661
809616;Dominican Republic;FIX;1,8488;30;0;0,0661
809617;Dominican Republic;MOB;1,8488;30;0;0,0661
809618;Dominican Republic;MOB;1,8488;30;0;0,0661
809619;Dominican Republic;MOB;1,8488;30;0;0,0661
809620;Dominican Republic;FIX;1,8488;30;0;0,0661
809621;Dominican Republic;FIX;1,8488;30;0;0,0661
809622;Dominican Republic;FIX;1,8488;30;0;0,0661
809623;Dominican Republic;FIX;1,8488;30;0;0,0661
809624;Dominican Republic;MOB;1,8488;30;0;0,0661
809625;Dominican Republic;MOB;1,8488;30;0;0,0661
809626;Dominican Republic;MOB;1,8488;30;0;0,0661
809627;Dominican Republic;MOB;1,8488;30;0;0,0661
809628;Dominican Republic;MOB;1,8488;30;0;0,0661
809629;Dominican Republic;MOB;1,8488;30;0;0,0661
809630;Dominican Republic;MOB;1,8488;30;0;0,0661
809631;Dominican Republic;MOB;1,8488;30;0;0,0661
809632;Dominican Republic;MOB;1,8488;30;0;0,0661
809633;Dominican Republic;FIX;1,8488;30;0;0,0661
809635;Dominican Republic;MOB;1,8488;30;0;0,0661
809636;Dominican Republic;FIX;1,8488;30;0;0,0661
809637;Dominican Republic;MOB;1,8488;30;0;0,0661
809639;Dominican Republic;MOB;1,8488;30;0;0,0661
80964;Dominican Republic;MOB;1,8488;30;0;0,0661
809650;Dominican Republic;MOB;1,8488;30;0;0,0661
809651;Dominican Republic;MOB;1,8488;30;0;0,0661
809652;Dominican Republic;MOB;1,8488;30;0;0,0661
809653;Dominican Republic;MOB;1,8488;30;0;0,0661
809654;Dominican Republic;MOB;1,8488;30;0;0,0661
809655;Dominican Republic;FIX;1,8488;30;0;0,0661
809656;Dominican Republic;MOB;1,8488;30;0;0,0661
809657;Dominican Republic;MOB;1,8488;30;0;0,0661
809658;Dominican Republic;MOB;1,8488;30;0;0,0661
809659;Dominican Republic;MOB;1,8488;30;0;0,0661
80966;Dominican Republic;MOB;1,8488;30;0;0,0661
809660;Dominican Republic;MOB;1,8488;30;0;0,0661
809661;Dominican Republic;MOB;1,8488;30;0;0,0661
809662;Dominican Republic;MOB;1,8488;30;0;0,0661
809663;Dominican Republic;MOB;1,8488;30;0;0,0661
809664;Dominican Republic;MOB;1,8488;30;0;0,0661
809665;Dominican Republic;MOB;1,8488;30;0;0,0661
809666;Dominican Republic;MOB;1,8488;30;0;0,0661
809667;Dominican Republic;MOB;1,8488;30;0;0,0661
809668;Dominican Republic;MOB;1,8488;30;0;0,0661
809669;Dominican Republic;MOB;1,8488;30;0;0,0661
809670;Dominican Republic;MOB;1,8488;30;0;0,0661
809671;Dominican Republic;MOB;1,8488;30;0;0,0661
809672;Dominican Republic;MOB;1,8488;30;0;0,0661
809673;Dominican Republic;MOB;1,8488;30;0;0,0661
809674;Dominican Republic;MOB;1,8488;30;0;0,0661
809675;Dominican Republic;MOB;1,8488;30;0;0,0661
809676;Dominican Republic;MOB;1,8488;30;0;0,0661
809677;Dominican Republic;MOB;1,8488;30;0;0,0661
809678;Dominican Republic;MOB;1,8488;30;0;0,0661
809679;Dominican Republic;FIX;1,8488;30;0;0,0661
809681;Dominican Republic;FIX;1,8488;30;0;0,0661
809682;Dominican Republic;FIX;1,8488;30;0;0,0661
809683;Dominican Republic;FIX;1,8488;30;0;0,0661
809684;Dominican Republic;FIX;1,8488;30;0;0,0661
809685;Dominican Republic;FIX;1,8488;30;0;0,0661
809686;Dominican Republic;FIX;1,8488;30;0;0,0661
809687;Dominican Republic;FIX;1,8488;30;0;0,0661
809688;Dominican Republic;FIX;1,8488;30;0;0,0661
809689;Dominican Republic;FIX;1,8488;30;0;0,0661
809692;Dominican Republic;FIX;1,8488;30;0;0,0661
809693;Dominican Republic;MOB;1,8488;30;0;0,0661
809694;Dominican Republic;MOB;1,8488;30;0;0,0661
809695;Dominican Republic;FIX;1,8488;30;0;0,0661
809696;Dominican Republic;MOB;1,8488;30;0;0,0661
809697;Dominican Republic;MOB;1,8488;30;0;0,0661
809698;Dominican Republic;MOB;1,8488;30;0;0,0661
809699;Dominican Republic;FIX;1,8488;30;0;0,0661
809701;Dominican Republic;FIX;1,8488;30;0;0,0661
809702;Dominican Republic;MOB;1,8488;30;0;0,0661
809703;Dominican Republic;MOB;1,8488;30;0;0,0661
809704;Dominican Republic;MOB;1,8488;30;0;0,0661
809705;Dominican Republic;MOB;1,8488;30;0;0,0661
809706;Dominican Republic;MOB;1,8488;30;0;0,0661
809707;Dominican Republic;MOB;1,8488;30;0;0,0661
809708;Dominican Republic;MOB;1,8488;30;0;0,0661
809709;Dominican Republic;MOB;1,8488;30;0;0,0661
80971;Dominican Republic;MOB;1,8488;30;0;0,0661
809710;Dominican Republic;MOB;1,8488;30;0;0,0661
809711;Dominican Republic;MOB;1,8488;30;0;0,0661
809712;Dominican Republic;MOB;1,8488;30;0;0,0661
